Year,AC_Name,PC_Name,Party,Votes,Position
2024,Shyampur,Uluberia,AITC,113532.0,Winner
2024,Shyampur,Uluberia,BJP,83619.0,Runner-Up
2024,Shyampur,Uluberia,Others,19872.0,Others
2009,Bagnan,Uluberia,AITC,74113.0,Winner
2009,Bagnan,Uluberia,CPM,56650.0,Runner-Up
2009,Bagnan,Uluberia,Others,9757.0,Others
2011,BAGNAN,Uluberia,AITC,82730.0,Winner
2011,BAGNAN,Uluberia,CPM,63460.0,Runner-Up
2011,BAGNAN,Uluberia,Others,8287.0,Others
2014,Bagnan,Uluberia,AITC,83684.0,Winner
2014,Bagnan,Uluberia,CPM,49778.0,Runner-Up
2014,Bagnan,Uluberia,Others,35595.0,Others
2016,BAGNAN,Uluberia,AITC,97834.0,Winner
2016,BAGNAN,Uluberia,CPM,67637.0,Runner-Up
2016,BAGNAN,Uluberia,Others,15367.0,Others
2019,Bagnan,Uluberia,AITC,109070.0,Winner
2019,Bagnan,Uluberia,BJP,60776.0,Runner-Up
2019,Bagnan,Uluberia,Others,17653.0,Others
2021,BAGNAN,Uluberia,AITC,106042.0,Winner
2021,BAGNAN,Uluberia,BJP,75922.0,Runner-Up
2021,BAGNAN,Uluberia,Others,17971.0,Others
2024,Bagnan,Uluberia,AITC,107616.0,Winner
2024,Bagnan,Uluberia,BJP,69143.0,Runner-Up
2024,Bagnan,Uluberia,Others,19217.0,Others
2009,Amta,Uluberia,AITC,80717.0,Winner
2009,Amta,Uluberia,CPM,68620.0,Runner-Up
2009,Amta,Uluberia,Others,9185.0,Others
2011,AMTA,Uluberia,INC,88264.0,Winner
2011,AMTA,Uluberia,CPM,74545.0,Runner-Up
2011,AMTA,Uluberia,Others,7528.0,Others
2014,Amta,Uluberia,AITC,82894.0,Winner
2014,Amta,Uluberia,CPM,55729.0,Runner-Up
2014,Amta,Uluberia,Others,38790.0,Others
2016,AMTA,Uluberia,INC,89149.0,Winner
2016,AMTA,Uluberia,AITC,84645.0,Runner-Up
2016,AMTA,Uluberia,Others,15681.0,Others
2019,Amta,Uluberia,AITC,104259.0,Winner
2019,Amta,Uluberia,BJP,66785.0,Runner-Up
2019,Amta,Uluberia,Others,24115.0,Others
2021,AMTA,Uluberia,AITC,102445.0,Winner
2021,AMTA,Uluberia,BJP,76240.0,Runner-Up
2021,AMTA,Uluberia,Others,30125.0,Others
2024,Amta,Uluberia,AITC,101868.0,Winner
2024,Amta,Uluberia,BJP,74370.0,Runner-Up
2024,Amta,Uluberia,Others,26110.0,Others
2009,Udaynarayanpur,Uluberia,AITC,73495.0,Winner
2009,Udaynarayanpur,Uluberia,CPM,72053.0,Runner-Up
2009,Udaynarayanpur,Uluberia,Others,7366.0,Others
2011,UDAYNARAYANPUR,Uluberia,AITC,91879.0,Winner
2011,UDAYNARAYANPUR,Uluberia,CPM,67988.0,Runner-Up
2011,UDAYNARAYANPUR,Uluberia,Others,6856.0,Others
2014,Udaynarayanpur,Uluberia,AITC,98277.0,Winner
2014,Udaynarayanpur,Uluberia,CPM,51152.0,Runner-Up
2014,Udaynarayanpur,Uluberia,Others,22670.0,Others
2016,UDAYNARAYANPUR,Uluberia,AITC,94828.0,Winner
2016,UDAYNARAYANPUR,Uluberia,INC,71070.0,Runner-Up
2016,UDAYNARAYANPUR,Uluberia,Others,16033.0,Others
2019,Udaynarayanpur,Uluberia,AITC,107926.0,Winner
2019,Udaynarayanpur,Uluberia,BJP,68105.0,Runner-Up
2019,Udaynarayanpur,Uluberia,Others,12576.0,Others
2021,UDAYNARAYANPUR,Uluberia,AITC,101510.0,Winner
2021,UDAYNARAYANPUR,Uluberia,BJP,87512.0,Runner-Up
2021,UDAYNARAYANPUR,Uluberia,Others,9189.0,Others
2024,Udaynarayanpur,Uluberia,AITC,114589.0,Winner
2024,Udaynarayanpur,Uluberia,BJP,68060.0,Runner-Up
2024,Udaynarayanpur,Uluberia,Others,11003.0,Others
2009,Jagatballavpur,Srerampur,AITC,92405.0,Winner
2009,Jagatballavpur,Srerampur,CPM,67290.0,Runner-Up
2009,Jagatballavpur,Srerampur,Others,13103.0,Others
2011,JAGATBALLAVPUR,Sreerampur,AITC,102580.0,Winner
2011,JAGATBALLAVPUR,Sreerampur,CPM,74800.0,Runner-Up
2011,JAGATBALLAVPUR,Sreerampur,Others,11931.0,Others
2014,Jagatballavpur,Srerampur,AITC,84741.0,Winner
2014,Jagatballavpur,Srerampur,CPM,61788.0,Runner-Up
2014,Jagatballavpur,Srerampur,Others,54324.0,Others
2016,JAGATBALLAVPUR,Sreerampur,AITC,103348.0,Winner
2016,JAGATBALLAVPUR,Sreerampur,CPM,78667.0,Runner-Up
2016,JAGATBALLAVPUR,Sreerampur,Others,30197.0,Others
2019,Jagatballavpur,Srerampur,AITC,100571.0,Winner
2019,Jagatballavpur,Srerampur,BJP,88641.0,Runner-Up
2019,Jagatballavpur,Srerampur,Others,29370.0,Others
2021,JAGATBALLAVPUR,Sreerampur,AITC,116562.0,Winner
2021,JAGATBALLAVPUR,Sreerampur,BJP,87366.0,Runner-Up
2021,JAGATBALLAVPUR,Sreerampur,Others,31793.0,Others
2024,Jagatballavpur,Sreerampur,AITC,113092.0,Winner
2024,Jagatballavpur,Sreerampur,BJP,86482.0,Runner-Up
2024,Jagatballavpur,Sreerampur,Others,33878.0,Others
2009,Domjur,Srerampur,AITC,82568.0,Winner
2009,Domjur,Srerampur,CPM,74671.0,Runner-Up
2009,Domjur,Srerampur,Others,9443.0,Others
2011,DOMJUR,Sreerampur,AITC,101042.0,Winner
2011,DOMJUR,Sreerampur,CPM,76056.0,Runner-Up
2011,DOMJUR,Sreerampur,Others,9780.0,Others
2014,Domjur,Srerampur,AITC,98003.0,Winner
2014,Domjur,Srerampur,CPM,58080.0,Runner-Up
2014,Domjur,Srerampur,Others,47544.0,Others
2016,DOMJUR,Sreerampur,AITC,148768.0,Winner
2016,DOMJUR,Sreerampur,IND,41067.0,Runner-Up
2016,DOMJUR,Sreerampur,Others,29722.0,Others
2019,Domjur,Srerampur,AITC,125410.0,Winner
2019,Domjur,Srerampur,BJP,70377.0,Runner-Up
2019,Domjur,Srerampur,Others,30963.0,Others
2021,DOMJUR,Sreerampur,AITC,130499.0,Winner
2021,DOMJUR,Sreerampur,BJP,87879.0,Runner-Up
2021,DOMJUR,Sreerampur,Others,32600.0,Others
2024,Domjur,Sreerampur,AITC,129382.0,Winner
2024,Domjur,Sreerampur,BJP,70669.0,Runner-Up
2024,Domjur,Sreerampur,Others,43630.0,Others
2009,Uttarpara,Srerampur,AITC,82100.0,Winner
2009,Uttarpara,Srerampur,CPM,61015.0,Runner-Up
2009,Uttarpara,Srerampur,Others,10571.0,Others
2011,UTTARPARA,Sreerampur,AITC,104753.0,Winner
2011,UTTARPARA,Sreerampur,CPM,61560.0,Runner-Up
2011,UTTARPARA,Sreerampur,Others,8955.0,Others
2014,Uttarpara,Srerampur,AITC,68722.0,Winner
2014,Uttarpara,Srerampur,BJP,52491.0,Runner-Up
2014,Uttarpara,Srerampur,Others,62522.0,Others
2016,UTTARPARA,Sreerampur,AITC,84918.0,Winner
2016,UTTARPARA,Sreerampur,CPM,72918.0,Runner-Up
2016,UTTARPARA,Sreerampur,Others,31319.0,Others
2019,Uttarpara,Srerampur,AITC,75438.0,Winner
2019,Uttarpara,Srerampur,BJP,71947.0,Runner-Up
2019,Uttarpara,Srerampur,Others,44835.0,Others
2021,UTTARPARA,Sreerampur,AITC,93878.0,Winner
2021,UTTARPARA,Sreerampur,BJP,57889.0,Runner-Up
2021,UTTARPARA,Sreerampur,Others,48127.0,Others
2024,Uttarpara,Sreerampur,AITC,74618.0,Winner
2024,Uttarpara,Sreerampur,BJP,65578.0,Runner-Up
2024,Uttarpara,Sreerampur,Others,52967.0,Others
2009,Sreerampur,Srerampur,AITC,80294.0,Winner
2009,Sreerampur,Srerampur,CPM,44576.0,Runner-Up
2009,Sreerampur,Srerampur,Others,11496.0,Others
2011,SREERAMPUR,Sreerampur,AITC,97540.0,Winner
2011,SREERAMPUR,Sreerampur,CPI,45849.0,Runner-Up
2011,SREERAMPUR,Sreerampur,Others,9429.0,Others
2014,Sreerampur,Srerampur,BJP,54241.0,Winner
2014,Sreerampur,Srerampur,AITC,51541.0,Runner-Up
2014,Sreerampur,Srerampur,Others,60675.0,Others
2016,SREERAMPUR,Sreerampur,AITC,74995.0,Winner
2016,SREERAMPUR,Sreerampur,INC,65088.0,Runner-Up
2016,SREERAMPUR,Sreerampur,Others,31213.0,Others
2019,Sreerampur,Srerampur,BJP,75326.0,Winner
2019,Sreerampur,Srerampur,AITC,72823.0,Runner-Up
2019,Sreerampur,Srerampur,Others,30344.0,Others
2021,SREERAMPUR,Sreerampur,AITC,93021.0,Winner
2021,SREERAMPUR,Sreerampur,BJP,69588.0,Runner-Up
2021,SREERAMPUR,Sreerampur,Others,25472.0,Others
2024,Sreerampur,Sreerampur,AITC,71927.0,Winner
2024,Sreerampur,Sreerampur,BJP,64106.0,Runner-Up
2024,Sreerampur,Sreerampur,Others,46868.0,Others
2009,Champdani,Srerampur,AITC,82928.0,Winner
2009,Champdani,Srerampur,CPM,49438.0,Runner-Up
2009,Champdani,Srerampur,Others,11467.0,Others
2011,CHAMPDANI,Sreerampur,AITC,92476.0,Winner
2011,CHAMPDANI,Sreerampur,CPM,56163.0,Runner-Up
2011,CHAMPDANI,Sreerampur,Others,13138.0,Others
2014,Champdani,Srerampur,AITC,54128.0,Winner
2014,Champdani,Srerampur,BJP,51695.0,Runner-Up
2014,Champdani,Srerampur,Others,68484.0,Others
2016,CHAMPDANI,Sreerampur,INC,81330.0,Winner
2016,CHAMPDANI,Sreerampur,AITC,74048.0,Runner-Up
2016,CHAMPDANI,Sreerampur,Others,28884.0,Others
2019,Champdani,Srerampur,AITC,80930.0,Winner
2019,Champdani,Srerampur,BJP,79071.0,Runner-Up
2019,Champdani,Srerampur,Others,30701.0,Others
2021,CHAMPDANI,Sreerampur,AITC,100972.0,Winner
2021,CHAMPDANI,Sreerampur,BJP,70894.0,Runner-Up
2021,CHAMPDANI,Sreerampur,Others,29265.0,Others
2024,Champdani,Sreerampur,AITC,80759.0,Winner
2024,Champdani,Sreerampur,BJP,72168.0,Runner-Up
2024,Champdani,Sreerampur,Others,41562.0,Others
2009,Singur,Hooghly,AITC,87524.0,Winner
2009,Singur,Hooghly,CPM,65267.0,Runner-Up
2009,Singur,Hooghly,Others,10901.0,Others
2011,SINGUR,Hooghly,AITC,100869.0,Winner
2011,SINGUR,Hooghly,CPM,66058.0,Runner-Up
2011,SINGUR,Hooghly,Others,8158.0,Others
2014,Singur,Hooghly,AITC,90606.0,Winner
2014,Singur,Hooghly,CPM,60655.0,Runner-Up
2014,Singur,Hooghly,Others,33560.0,Others
2016,SINGUR,Hooghly,AITC,96212.0,Winner
2016,SINGUR,Hooghly,CPM,75885.0,Runner-Up
2016,SINGUR,Hooghly,Others,23347.0,Others
2019,Singur,Hooghly,BJP,93177.0,Winner
2019,Singur,Hooghly,AITC,82748.0,Runner-Up
2019,Singur,Hooghly,Others,24655.0,Others
2021,SINGUR,Hooghly,AITC,101077.0,Winner
2021,SINGUR,Hooghly,BJP,75154.0,Runner-Up
2021,SINGUR,Hooghly,Others,33707.0,Others
2024,Singur,Hooghly,AITC,102740.0,Winner
2024,Singur,Hooghly,BJP,83914.0,Runner-Up
2024,Singur,Hooghly,Others,22037.0,Others
2009,Chandannagar,Hooghly,AITC,75490.0,Winner
2009,Chandannagar,Hooghly,CPM,54960.0,Runner-Up
2009,Chandannagar,Hooghly,Others,10718.0,Others
2011,CHANDANNAGORE,Hooghly,AITC,96430.0,Winner
2011,CHANDANNAGORE,Hooghly,CPM,53391.0,Runner-Up
2011,CHANDANNAGORE,Hooghly,Others,8889.0,Others
2014,Chandannagore,Hooghly,AITC,67447.0,Winner
2014,Chandannagore,Hooghly,CPM,42284.0,Runner-Up
2014,Chandannagore,Hooghly,Others,54109.0,Others
2016,CHANDANNAGORE,Hooghly,AITC,75727.0,Winner
2016,CHANDANNAGORE,Hooghly,CPM,73613.0,Runner-Up
2016,CHANDANNAGORE,Hooghly,Others,19565.0,Others
2019,Chandannagar,Hooghly,AITC,71196.0,Winner
2019,Chandannagar,Hooghly,BJP,68321.0,Runner-Up
2019,Chandannagar,Hooghly,Others,32359.0,Others
2021,CHANDANNAGORE,Hooghly,AITC,86778.0,Winner
2021,CHANDANNAGORE,Hooghly,BJP,55749.0,Runner-Up
2021,CHANDANNAGORE,Hooghly,Others,39651.0,Others
2024,Chandannagar,Hooghly,AITC,79222.0,Winner
2024,Chandannagar,Hooghly,BJP,72758.0,Runner-Up
2024,Chandannagar,Hooghly,Others,26633.0,Others
2009,Chunchura,Hooghly,AITC,101205.0,Winner
2009,Chunchura,Hooghly,CPM,84314.0,Runner-Up
2009,Chunchura,Hooghly,Others,15371.0,Others
2011,CHUNCHURA,Hooghly,AITC,127206.0,Winner
2011,CHUNCHURA,Hooghly,AIFB,82614.0,Runner-Up
2011,CHUNCHURA,Hooghly,Others,13746.0,Others
2014,Chunchura,Hooghly,AITC,102345.0,Winner
2014,Chunchura,Hooghly,CPM,63491.0,Runner-Up
2014,Chunchura,Hooghly,Others,64985.0,Others
2016,CHUNCHURA,Hooghly,AITC,118501.0,Winner
2016,CHUNCHURA,Hooghly,AIFB,88817.0,Runner-Up
2016,CHUNCHURA,Hooghly,Others,34220.0,Others
2019,Chunchura,Hooghly,BJP,116603.0,Winner
2019,Chunchura,Hooghly,AITC,95587.0,Runner-Up
2019,Chunchura,Hooghly,Others,34848.0,Others
2021,CHUNCHURA,Hooghly,AITC,117104.0,Winner
2021,CHUNCHURA,Hooghly,BJP,98687.0,Runner-Up
2021,CHUNCHURA,Hooghly,Others,38946.0,Others
2024,Chunchura,Hooghly,BJP,112760.0,Winner
2024,Chunchura,Hooghly,AITC,104496.0,Runner-Up
2024,Chunchura,Hooghly,Others,33236.0,Others
2009,Balagarh,Hooghly,AITC,87176.0,Winner
2009,Balagarh,Hooghly,CPM,66328.0,Runner-Up
2009,Balagarh,Hooghly,Others,14282.0,Others
2011,BALAGARH,Hooghly,AITC,96254.0,Winner
2011,BALAGARH,Hooghly,CPM,74671.0,Runner-Up
2011,BALAGARH,Hooghly,Others,12942.0,Others
2014,Balagarh,Hooghly,AITC,82371.0,Winner
2014,Balagarh,Hooghly,CPM,67513.0,Runner-Up
2014,Balagarh,Hooghly,Others,43699.0,Others
2016,BALAGARH,Hooghly,AITC,96472.0,Winner
2016,BALAGARH,Hooghly,CPM,78635.0,Runner-Up
2016,BALAGARH,Hooghly,Others,28576.0,Others
2019,Balagarh,Hooghly,BJP,110175.0,Winner
2019,Balagarh,Hooghly,AITC,76121.0,Runner-Up
2019,Balagarh,Hooghly,Others,24776.0,Others
2021,BALAGARH,Hooghly,AITC,100364.0,Winner
2021,BALAGARH,Hooghly,BJP,94580.0,Runner-Up
2021,BALAGARH,Hooghly,Others,25013.0,Others
2024,Balagarh,Hooghly,BJP,101412.0,Winner
2024,Balagarh,Hooghly,AITC,95465.0,Runner-Up
2024,Balagarh,Hooghly,Others,20981.0,Others
2009,Pandua,Hooghly,CPM,77101.0,Winner
2009,Pandua,Hooghly,AITC,68019.0,Runner-Up
2009,Pandua,Hooghly,Others,15772.0,Others
2011,PANDUA,Hooghly,CPM,84830.0,Winner
2011,PANDUA,Hooghly,AITC,84433.0,Runner-Up
2011,PANDUA,Hooghly,Others,12615.0,Others
2014,Pandua,Hooghly,AITC,84795.0,Winner
2014,Pandua,Hooghly,CPM,77315.0,Runner-Up
2014,Pandua,Hooghly,Others,34360.0,Others
2016,PANDUA,Hooghly,CPM,91489.0,Winner
2016,PANDUA,Hooghly,AITC,90097.0,Runner-Up
2016,PANDUA,Hooghly,Others,27847.0,Others
2019,Pandua,Hooghly,BJP,89883.0,Winner
2019,Pandua,Hooghly,AITC,89181.0,Runner-Up
2019,Pandua,Hooghly,Others,36236.0,Others
2021,PANDUA,Hooghly,AITC,102874.0,Winner
2021,PANDUA,Hooghly,BJP,71016.0,Runner-Up
2021,PANDUA,Hooghly,Others,49774.0,Others
2024,Pandua,Hooghly,AITC,106193.0,Winner
2024,Pandua,Hooghly,BJP,80407.0,Runner-Up
2024,Pandua,Hooghly,Others,35780.0,Others
2009,Saptagram,Hooghly,AITC,76826.0,Winner
2009,Saptagram,Hooghly,CPM,57388.0,Runner-Up
2009,Saptagram,Hooghly,Others,12455.0,Others
2011,SAPTAGRAM,Hooghly,AITC,90289.0,Winner
2011,SAPTAGRAM,Hooghly,CPM,59421.0,Runner-Up
2011,SAPTAGRAM,Hooghly,Others,10077.0,Others
2014,Saptagram,Hooghly,AITC,72817.0,Winner
2014,Saptagram,Hooghly,CPM,49802.0,Runner-Up
2014,Saptagram,Hooghly,Others,47826.0,Others
2016,SAPTAGRAM,Hooghly,AITC,88208.0,Winner
2016,SAPTAGRAM,Hooghly,INC,69641.0,Runner-Up
2016,SAPTAGRAM,Hooghly,Others,22443.0,Others
2019,Saptagram,Hooghly,BJP,94392.0,Winner
2019,Saptagram,Hooghly,AITC,72807.0,Runner-Up
2019,Saptagram,Hooghly,Others,17627.0,Others
2021,SAPTAGRAM,Hooghly,AITC,93328.0,Winner
2021,SAPTAGRAM,Hooghly,BJP,83556.0,Runner-Up
2021,SAPTAGRAM,Hooghly,Others,15306.0,Others
2024,Saptagram,Hooghly,BJP,87760.0,Winner
2024,Saptagram,Hooghly,AITC,85268.0,Runner-Up
2024,Saptagram,Hooghly,Others,17101.0,Others
2009,Chanditala,Srerampur,AITC,76645.0,Winner
2009,Chanditala,Srerampur,CPM,61783.0,Runner-Up
2009,Chanditala,Srerampur,Others,10152.0,Others
2011,CHANDITALA,Sreerampur,AITC,86394.0,Winner
2011,CHANDITALA,Sreerampur,CPM,69474.0,Runner-Up
2011,CHANDITALA,Sreerampur,Others,8832.0,Others
2014,Chanditala,Srerampur,AITC,74187.0,Winner
2014,Chanditala,Srerampur,CPM,58157.0,Runner-Up
2014,Chanditala,Srerampur,Others,44019.0,Others
2016,CHANDITALA,Sreerampur,AITC,91874.0,Winner
2016,CHANDITALA,Sreerampur,CPM,77698.0,Runner-Up
2016,CHANDITALA,Sreerampur,Others,20728.0,Others
2019,Chanditala,Srerampur,AITC,88101.0,Winner
2019,Chanditala,Srerampur,BJP,70885.0,Runner-Up
2019,Chanditala,Srerampur,Others,35690.0,Others
2021,CHANDITALA,Sreerampur,AITC,103118.0,Winner
2021,CHANDITALA,Sreerampur,BJP,61771.0,Runner-Up
2021,CHANDITALA,Sreerampur,Others,42217.0,Others
2024,Chanditala,Sreerampur,AITC,99001.0,Winner
2024,Chanditala,Sreerampur,BJP,63651.0,Runner-Up
2024,Chanditala,Sreerampur,Others,40892.0,Others
2009,Jangipara,Srerampur,CPM,73284.0,Winner
2009,Jangipara,Srerampur,AITC,72548.0,Runner-Up
2009,Jangipara,Srerampur,Others,12906.0,Others
2011,JANGIPARA,Sreerampur,AITC,87133.0,Winner
2011,JANGIPARA,Sreerampur,CPM,74057.0,Runner-Up
2011,JANGIPARA,Sreerampur,Others,11219.0,Others
2014,Jangipara,Srerampur,AITC,83162.0,Winner
2014,Jangipara,Srerampur,CPM,60649.0,Runner-Up
2014,Jangipara,Srerampur,Others,39830.0,Others
2016,JANGIPARA,Sreerampur,AITC,99324.0,Winner
2016,JANGIPARA,Sreerampur,CPM,75719.0,Runner-Up
2016,JANGIPARA,Sreerampur,Others,20472.0,Others
2019,Jangipara,Srerampur,AITC,93958.0,Winner
2019,Jangipara,Srerampur,BJP,82026.0,Runner-Up
2019,Jangipara,Srerampur,Others,22635.0,Others
2021,JANGIPARA,Sreerampur,AITC,101885.0,Winner
2021,JANGIPARA,Sreerampur,BJP,83959.0,Runner-Up
2021,JANGIPARA,Sreerampur,Others,24567.0,Others
2024,Jangipara,Sreerampur,AITC,103086.0,Winner
2024,Jangipara,Sreerampur,BJP,75066.0,Runner-Up
2024,Jangipara,Sreerampur,Others,27492.0,Others
2009,Haripal,Arambagh,INC,76149.0,Winner
2009,Haripal,Arambagh,CPM,75595.0,Runner-Up
2009,Haripal,Arambagh,Others,13677.0,Others
2011,HARIPAL,Arambag,AITC,98146.0,Winner
2011,HARIPAL,Arambag,CPM,76073.0,Runner-Up
2011,HARIPAL,Arambag,Others,8556.0,Others
2014,Haripal,Arambagh,AITC,103066.0,Winner
2014,Haripal,Arambagh,CPM,62706.0,Runner-Up
2014,Haripal,Arambagh,Others,30238.0,Others
2016,HARIPAL,Arambag,AITC,110899.0,Winner
2016,HARIPAL,Arambag,CPM,79424.0,Runner-Up
2016,HARIPAL,Arambag,Others,18075.0,Others
2019,Haripal,Arambagh,AITC,95295.0,Winner
2019,Haripal,Arambagh,BJP,85731.0,Runner-Up
2019,Haripal,Arambagh,Others,30020.0,Others
2021,HARIPAL,Arambag,AITC,110215.0,Winner
2021,HARIPAL,Arambag,BJP,87143.0,Runner-Up
2021,HARIPAL,Arambag,Others,23416.0,Others
2024,Haripal,Arambag,AITC,115371.0,Winner
2024,Haripal,Arambag,BJP,82912.0,Runner-Up
2024,Haripal,Arambag,Others,20901.0,Others
2009,Dhanekhali,Hooghly,CPM,86341.0,Winner
2009,Dhanekhali,Hooghly,AITC,77136.0,Runner-Up
2009,Dhanekhali,Hooghly,Others,16610.0,Others
2011,DHANEKHALI,Hooghly,AITC,100529.0,Winner
2011,DHANEKHALI,Hooghly,AIFB,84252.0,Runner-Up
2011,DHANEKHALI,Hooghly,Others,11652.0,Others
2014,Dhanekhali,Hooghly,AITC,112737.0,Winner
2014,Dhanekhali,Hooghly,CPM,63000.0,Runner-Up
2014,Dhanekhali,Hooghly,Others,30300.0,Others
2016,DHANEKHALI,Hooghly,AITC,125298.0,Winner
2016,DHANEKHALI,Hooghly,AIFB,66654.0,Runner-Up
2016,DHANEKHALI,Hooghly,Others,25798.0,Others
2019,Dhanekhali,Hooghly,AITC,109842.0,Winner
2019,Dhanekhali,Hooghly,BJP,97480.0,Runner-Up
2019,Dhanekhali,Hooghly,Others,17454.0,Others
2021,DHANEKHALI,Hooghly,AITC,124776.0,Winner
2021,DHANEKHALI,Hooghly,BJP,94617.0,Runner-Up
2021,DHANEKHALI,Hooghly,Others,14445.0,Others
2024,Dhanekhali,Hooghly,AITC,126736.0,Winner
2024,Dhanekhali,Hooghly,BJP,84856.0,Runner-Up
2024,Dhanekhali,Hooghly,Others,18943.0,Others
2009,Tarakeswar,Arambagh,CPM,82089.0,Winner
2009,Tarakeswar,Arambagh,INC,64217.0,Runner-Up
2009,Tarakeswar,Arambagh,Others,12616.0,Others
2011,TARAKESWAR,Arambag,AITC,97022.0,Winner
2011,TARAKESWAR,Arambag,CPM,71550.0,Runner-Up
2011,TARAKESWAR,Arambag,Others,7500.0,Others
2014,Tarakeswar,Arambagh,AITC,101778.0,Winner
2014,Tarakeswar,Arambagh,CPM,53868.0,Runner-Up
2014,Tarakeswar,Arambagh,Others,28097.0,Others
2016,TARAKESWAR,Arambag,AITC,97588.0,Winner
2016,TARAKESWAR,Arambag,NCP,69898.0,Runner-Up
2016,TARAKESWAR,Arambag,Others,24790.0,Others
2019,Tarakeswar,Arambagh,AITC,88096.0,Winner
2019,Tarakeswar,Arambagh,BJP,83753.0,Runner-Up
2019,Tarakeswar,Arambagh,Others,25345.0,Others
2021,TARAKESWAR,Arambag,AITC,96698.0,Winner
2021,TARAKESWAR,Arambag,BJP,89214.0,Runner-Up
2021,TARAKESWAR,Arambag,Others,20005.0,Others
2024,Tarakeswar,Arambag,AITC,97685.0,Winner
2024,Tarakeswar,Arambag,BJP,86517.0,Runner-Up
2024,Tarakeswar,Arambag,Others,19501.0,Others
2009,Pursurah,Arambagh,CPM,83104.0,Winner
2009,Pursurah,Arambagh,INC,76038.0,Runner-Up
2009,Pursurah,Arambagh,Others,15059.0,Others
2011,PURSURAH,Arambag,AITC,107794.0,Winner
2011,PURSURAH,Arambag,CPM,76104.0,Runner-Up
2011,PURSURAH,Arambag,Others,7718.0,Others
2014,Pursurah,Arambagh,AITC,105364.0,Winner
2014,Pursurah,Arambagh,CPM,53798.0,Runner-Up
2014,Pursurah,Arambagh,Others,36693.0,Others
2016,PURSURAH,Arambag,AITC,105275.0,Winner
2016,PURSURAH,Arambag,INC,76148.0,Runner-Up
2016,PURSURAH,Arambag,Others,24591.0,Others
2019,Pursurah,Arambagh,BJP,107759.0,Winner
2019,Pursurah,Arambagh,AITC,81917.0,Runner-Up
2019,Pursurah,Arambagh,Others,21893.0,Others
2021,PURSURAH,Arambag,BJP,119334.0,Winner
2021,PURSURAH,Arambag,AITC,91156.0,Runner-Up
2021,PURSURAH,Arambag,Others,12584.0,Others
2024,Pursurah,Arambag,BJP,114636.0,Winner
2024,Pursurah,Arambag,AITC,91744.0,Runner-Up
2024,Pursurah,Arambag,Others,14173.0,Others
2009,Arambag,Arambagh,CPM,98091.0,Winner
2009,Arambag,Arambagh,INC,50404.0,Runner-Up
2009,Arambag,Arambagh,Others,14008.0,Others
2011,ARAMBAG,Arambag,AITC,98011.0,Winner
2011,ARAMBAG,Arambag,CPM,78448.0,Runner-Up
2011,ARAMBAG,Arambag,Others,7194.0,Others
2014,Arambagh,Arambagh,AITC,105449.0,Winner
2014,Arambagh,Arambagh,CPM,54282.0,Runner-Up
2014,Arambagh,Arambagh,Others,30141.0,Others
2016,ARAMBAG,Arambag,AITC,107579.0,Winner
2016,ARAMBAG,Arambag,CPM,71122.0,Runner-Up
2016,ARAMBAG,Arambag,Others,21009.0,Others
2019,Arambagh,Arambagh,AITC,93883.0,Winner
2019,Arambagh,Arambagh,BJP,89876.0,Runner-Up
2019,Arambagh,Arambagh,Others,22581.0,Others
2021,ARAMBAG,Arambag,BJP,103108.0,Winner
2021,ARAMBAG,Arambag,AITC,95936.0,Runner-Up
2021,ARAMBAG,Arambag,Others,20916.0,Others
2024,Arambag,Arambag,AITC,98847.0,Winner
2024,Arambag,Arambag,BJP,98301.0,Runner-Up
2024,Arambag,Arambag,Others,17464.0,Others
2009,Goghat,Arambagh,CPM,103278.0,Winner
2009,Goghat,Arambagh,INC,42535.0,Runner-Up
2009,Goghat,Arambagh,Others,16332.0,Others
2011,GOGHAT,Arambag,AIFB,86514.0,Winner
2011,GOGHAT,Arambag,INC,82249.0,Runner-Up
2011,GOGHAT,Arambag,Others,7657.0,Others
2014,Goghat,Arambagh,AITC,103337.0,Winner
2014,Goghat,Arambagh,CPM,57582.0,Runner-Up
2014,Goghat,Arambagh,Others,28722.0,Others
2016,GOGHAT,Arambag,AITC,102958.0,Winner
2016,GOGHAT,Arambag,AIFB,72072.0,Runner-Up
2016,GOGHAT,Arambag,Others,23432.0,Others
2019,Goghat,Arambagh,BJP,95284.0,Winner
2019,Goghat,Arambagh,AITC,87217.0,Runner-Up
2019,Goghat,Arambagh,Others,25175.0,Others
2021,GOGHAT,Arambag,BJP,102227.0,Winner
2021,GOGHAT,Arambag,AITC,98080.0,Runner-Up
2021,GOGHAT,Arambag,Others,19238.0,Others
2024,Goghat,Arambag,BJP,102750.0,Winner
2024,Goghat,Arambag,AITC,96864.0,Runner-Up
2024,Goghat,Arambag,Others,17887.0,Others
2009,Khanakul,Arambagh,CPM,91647.0,Winner
2009,Khanakul,Arambagh,INC,55050.0,Runner-Up
2009,Khanakul,Arambagh,Others,16616.0,Others
2011,KHANAKUL,Arambag,AITC,102450.0,Winner
2011,KHANAKUL,Arambag,CPM,74571.0,Runner-Up
2011,KHANAKUL,Arambag,Others,7360.0,Others
2014,Khanakul,Arambagh,AITC,119225.0,Winner
2014,Khanakul,Arambagh,CPM,43557.0,Runner-Up
2014,Khanakul,Arambagh,Others,30141.0,Others
