AC_No,AC_Name,PC_Name,Winner_Party,Winner_Votes,Runner_Votes,Runner_Party,Total_Votes,Year,Election_Type,Margin_Votes,Margin_Percent
95.0,Bongaon Uttar,Bangaon,BJP,104558.0,76188.0,AITC,197041.0,2019,Lok Sabha,28370.0,14.39801868646627
95.0,BONGAON UTTAR,Bangaon,BJP,97761.0,87273.0,AITC,205175.0,2021,Vidhan Sabha,10488.0,5.111733885707323
95.0,Bangaon Uttar,Bangaon,BJP,109848.0,84818.0,AITC,209034.0,2024,Lok Sabha,25030.0,11.97412861065664
96.0,Bangaon Dakshin,Bangaon,AITC,79878.0,61087.0,CPM,151221.0,2009,Lok Sabha,18791.0,12.42618419399422
96.0,BONGAON DAKSHIN,Bangaon,AITC,87677.0,65788.0,CPM,163230.0,2011,Vidhan Sabha,21889.0,13.409912393555107
96.0,Bongaon Dakshin,Bangaon,AITC,75200.0,56794.0,CPM,177736.0,2014,Lok Sabha,18406.0,10.35580861502453
96.0,BONGAON DAKSHIN,Bangaon,AITC,92379.0,65475.0,CPM,187775.0,2016,Vidhan Sabha,26904.0,14.32778591399281
96.0,Bongaon Dakshin,Bangaon,BJP,105156.0,76628.0,AITC,195491.0,2019,Lok Sabha,28528.0,14.592999166202025
96.0,BONGAON DAKSHIN,Bangaon,BJP,97828.0,95824.0,AITC,207834.0,2021,Vidhan Sabha,2004.0,0.9642310690262421
96.0,Bangaon Dakshin,Bangaon,BJP,108457.0,89780.0,AITC,209744.0,2024,Lok Sabha,18677.0,8.90466473415211
97.0,Gaighata,Bangaon,AITC,80086.0,61284.0,CPM,150189.0,2009,Lok Sabha,18802.0,12.518892861660975
97.0,GAIGHATA,Bangaon,AITC,91487.0,66040.0,CPI,164598.0,2011,Vidhan Sabha,25447.0,15.460090645086819
97.0,Gaighata,Bangaon,AITC,75801.0,54410.0,CPM,180212.0,2014,Lok Sabha,21391.0,11.869908774110492
97.0,GAIGHATA,Bangaon,AITC,93812.0,64240.0,CPI,192949.0,2016,Vidhan Sabha,29572.0,15.326329755531255
97.0,Gaighata,Bangaon,BJP,109922.0,73974.0,AITC,202101.0,2019,Lok Sabha,35948.0,17.78714603094492
97.0,GAIGHATA,Bangaon,BJP,100808.0,91230.0,AITC,213243.0,2021,Vidhan Sabha,9578.0,4.491589407389691
97.0,Gaighata,Bangaon,BJP,115191.0,88186.0,AITC,217704.0,2024,Lok Sabha,27005.0,12.40445742843494
98.0,Swarupnagar,Bangaon,AITC,79685.0,63349.0,CPM,153383.0,2009,Lok Sabha,16336.0,10.650463219522372
98.0,SWARUPNAGAR,Bangaon,AITC,83641.0,76227.0,CPM,170899.0,2011,Vidhan Sabha,7414.0,4.338234863866963
98.0,Swarupnagar,Bangaon,CPM,70102.0,66452.0,AITC,181043.0,2014,Lok Sabha,3650.0,2.016095623691609
98.0,SWARUPNAGAR,Bangaon,AITC,93807.0,81866.0,CPM,193161.0,2016,Vidhan Sabha,11941.0,6.181889718939123
98.0,Swarupnagar (SC),Bangaon,AITC,92174.0,68203.0,BJP,195894.0,2019,Lok Sabha,23971.0,12.236719858699093
98.0,SWARUPNAGAR,Bangaon,AITC,99784.0,64984.0,BJP,211804.0,2021,Vidhan Sabha,34800.0,16.430284602745935
98.0,Swarupnagar,Bangaon,AITC,106752.0,67534.0,BJP,204969.0,2024,Lok Sabha,39218.0,19.133625084768916
99.0,Baduria,Basirhat,AITC,72826.0,59041.0,CPI,150024.0,2009,Lok Sabha,13785.0,9.188529835226364
99.0,BADURIA,Basirhat,INC,89952.0,66992.0,CPM,169179.0,2011,Vidhan Sabha,22960.0,13.57142434935778
99.0,Baduria,Basirhat,CPI,55908.0,52594.0,AITC,183379.0,2014,Lok Sabha,3314.0,1.8071862099804232
99.0,BADURIA,Basirhat,INC,98408.0,76163.0,AITC,196150.0,2016,Vidhan Sabha,22245.0,11.340810604129492
99.0,Baduria,Basirhat,AITC,96216.0,56310.0,BJP,200572.0,2019,Lok Sabha,39906.0,19.896097162116348
99.0,BADURIA,Basirhat,AITC,109701.0,53257.0,BJP,212883.0,2021,Vidhan Sabha,56444.0,26.514094596562433
99.0,Baduria,Basirhat,AITC,109296.0,58734.0,BJP,212652.0,2024,Lok Sabha,50562.0,23.77687489419333
100.0,Habra,Barasat,AITC,74502.0,50008.0,AIFB,140048.0,2009,Lok Sabha,24494.0,17.489717811036215
100.0,HABRA,Barasat,AITC,86218.0,60826.0,CPM,156753.0,2011,Vidhan Sabha,25392.0,16.198733038602132
100.0,Habra,Barasat,AITC,70439.0,52299.0,BJP,174350.0,2014,Lok Sabha,18140.0,10.404359047892171
100.0,HABRA,Barasat,AITC,101590.0,55643.0,CPM,187056.0,2016,Vidhan Sabha,45947.0,24.563232400992216
100.0,Habra,Barasat,BJP,97310.0,77858.0,AITC,194858.0,2019,Lok Sabha,19452.0,9.98265403524618
100.0,HABRA,Barasat,AITC,90533.0,86692.0,BJP,204171.0,2021,Vidhan Sabha,3841.0,1.8812661935338517
100.0,Habra,Barasat,BJP,102089.0,82156.0,AITC,205227.0,2024,Lok Sabha,19933.0,9.71265964030074
101.0,Ashoknagar,Barasat,AITC,79499.0,61098.0,AIFB,153859.0,2009,Lok Sabha,18401.0,11.95965136911068
101.0,ASHOKNAGAR,Barasat,AITC,94451.0,66759.0,CPM,170533.0,2011,Vidhan Sabha,27692.0,16.238499293391897
101.0,Ashoknagar,Barasat,AITC,82327.0,57967.0,AIFB,186667.0,2014,Lok Sabha,24360.0,13.049976696470184
101.0,ASHOKNAGAR,Barasat,AITC,98042.0,75143.0,CPM,196181.0,2016,Vidhan Sabha,22899.0,11.67238417583762
101.0,Ashoknagar,Barasat,AITC,93109.0,79592.0,BJP,202977.0,2019,Lok Sabha,13517.0,6.6593752001458295
101.0,ASHOKNAGAR,Barasat,AITC,93587.0,70055.0,BJP,216724.0,2021,Vidhan Sabha,23532.0,10.858049869880587
101.0,Ashoknagar,Barasat,AITC,97801.0,84707.0,BJP,218594.0,2024,Lok Sabha,13094.0,5.990100368720093
102.0,Amdanga,Barrackpore,AITC,76796.0,56307.0,CPM,143264.0,2009,Lok Sabha,20489.0,14.301569131114586
102.0,AMDANGA,Barrackpur,AITC,87162.0,65605.0,CPM,162052.0,2011,Vidhan Sabha,21557.0,13.302520178708068
102.0,Amdanga,Barrackpore,AITC,83233.0,62225.0,CPM,179158.0,2014,Lok Sabha,21008.0,11.725962558188861
102.0,AMDANGA,Barrackpur,AITC,96193.0,73228.0,CPM,192395.0,2016,Vidhan Sabha,22965.0,11.936380883079083
102.0,Amdanga,Barrackpore,AITC,98653.0,62087.0,BJP,195051.0,2019,Lok Sabha,36566.0,18.74689183854479
102.0,AMDANGA,Barrackpur,AITC,88935.0,63455.0,BJP,211742.0,2021,Vidhan Sabha,25480.0,12.0335124821717
102.0,Amdanga,Barrackpur,AITC,104500.0,69227.0,BJP,211854.0,2024,Lok Sabha,35273.0,16.649673831978625
103.0,Bijpur,Barrackpore,CPM,62255.0,44206.0,AITC,115310.0,2009,Lok Sabha,18049.0,15.652588674009193
103.0,BIJPUR,Barrackpur,AITC,65479.0,52867.0,CPM,127174.0,2011,Vidhan Sabha,12612.0,9.91712142419048
103.0,Bijpur,Barrackpore,AITC,92908.0,18269.0,BJP,132572.0,2014,Lok Sabha,74639.0,56.300727152038135
103.0,BIJPUR,Barrackpur,AITC,76842.0,28888.0,CPM,124776.0,2016,Vidhan Sabha,47954.0,38.4320702699237
103.0,Bijpur,Barrackpore,BJP,58912.0,51016.0,AITC,131884.0,2019,Lok Sabha,7896.0,5.9870795547602444
103.0,BIJPUR,Barrackpur,AITC,66625.0,53278.0,BJP,139096.0,2021,Vidhan Sabha,13347.0,9.595531143958128
103.0,Bijpur,Barrackpur,AITC,64742.0,55071.0,BJP,137225.0,2024,Lok Sabha,9671.0,7.047549644744033
104.0,Naihati,Barrackpore,AITC,55682.0,53354.0,CPM,118586.0,2009,Lok Sabha,2328.0,1.9631322415799506
104.0,NAIHATI,Barrackpur,AITC,75482.0,48012.0,CPM,131522.0,2011,Vidhan Sabha,27470.0,20.886239564483507
104.0,Naihati,Barrackpore,AITC,70731.0,36410.0,CPM,141834.0,2014,Lok Sabha,34321.0,24.19800611983022
104.0,NAIHATI,Barrackpur,AITC,74057.0,45429.0,CPM,146401.0,2016,Vidhan Sabha,28628.0,19.554511239677325
104.0,Naihati,Barrackpore,BJP,65601.0,64375.0,AITC,151375.0,2019,Lok Sabha,1226.0,0.8099091659785302
104.0,NAIHATI,Barrackpur,AITC,77753.0,58898.0,BJP,156468.0,2021,Vidhan Sabha,18855.0,12.050387299639542
104.0,Naihati,Barrackpur,AITC,75390.0,59872.0,BJP,154649.0,2024,Lok Sabha,15518.0,10.034335818530996
105.0,Bhatpara,Barrackpore,AITC,51227.0,22154.0,CPM,82081.0,2009,Lok Sabha,29073.0,35.419890108551314
105.0,BHATPARA,Barrackpur,AITC,66938.0,22553.0,CPM,94353.0,2011,Vidhan Sabha,44385.0,47.04142952529332
105.0,Bhatpara,Barrackpore,BJP,39857.0,37342.0,AITC,106922.0,2014,Lok Sabha,2515.0,2.3521819644226634
105.0,BHATPARA,Barrackpur,AITC,59253.0,30318.0,IND,108577.0,2016,Vidhan Sabha,28935.0,26.64929036536283
105.0,Bhatpara,Barrackpore,BJP,64680.0,34973.0,AITC,109019.0,2019,Lok Sabha,29707.0,27.249378548693347
105.0,BHATPARA,Barrackpur,BJP,57244.0,43557.0,AITC,107197.0,2021,Vidhan Sabha,13687.0,12.768081196302136
105.0,Bhatpara,Barrackpur,BJP,58084.0,40621.0,AITC,105594.0,2024,Lok Sabha,17463.0,16.537871469969883
106.0,Jagatdal,Barrackpore,AITC,66175.0,56297.0,CPM,133031.0,2009,Lok Sabha,9878.0,7.425336951537612
106.0,JAGATDAL,Barrackpur,AITC,86388.0,50356.0,AIFB,146910.0,2011,Vidhan Sabha,36032.0,24.52658089987067
106.0,Jagatdal,Barrackpore,AITC,68873.0,44093.0,CPM,160089.0,2014,Lok Sabha,24780.0,15.478889867511198
106.0,JAGATDAL,Barrackpur,AITC,76712.0,49667.0,AIFB,165461.0,2016,Vidhan Sabha,27045.0,16.345241476843487
106.0,Jagatdal,Barrackpore,BJP,77733.0,69369.0,AITC,174320.0,2019,Lok Sabha,8364.0,4.798072510325838
106.0,JAGATDAL,Barrackpur,AITC,87030.0,68666.0,BJP,181287.0,2021,Vidhan Sabha,18364.0,10.129794193737004
106.0,Jagatdal,Barrackpur,AITC,81963.0,75979.0,BJP,180688.0,2024,Lok Sabha,5984.0,3.3117860621624016
107.0,Noapara,Barrackpore,AITC,77857.0,63905.0,CPM,153549.0,2009,Lok Sabha,13952.0,9.086350285576591
107.0,NOAPARA,Barrackpur,AITC,100369.0,59221.0,CPM,170021.0,2011,Vidhan Sabha,41148.0,24.201716258579822
107.0,Noapara,Barrackpore,AITC,73570.0,53012.0,CPM,185828.0,2014,Lok Sabha,20558.0,11.062918397658049
107.0,NOAPARA,Barrackpur,INC,79548.0,78453.0,AITC,189193.0,2016,Vidhan Sabha,1095.0,0.5787740561225838
107.0,Noapara,Barrackpore,AITC,78957.0,78431.0,BJP,192306.0,2019,Lok Sabha,526.0,0.27352240699718156
107.0,NOAPARA,Barrackpur,AITC,94203.0,67493.0,BJP,192634.0,2021,Vidhan Sabha,26710.0,13.865672726517644
107.0,Noapara,Barrackpur,AITC,86737.0,74878.0,BJP,191182.0,2024,Lok Sabha,11859.0,6.2029898212174785
108.0,Barrackpur,Barrackpore,CPM,57721.0,56425.0,AITC,123113.0,2009,Lok Sabha,1296.0,1.0526914298246326
108.0,BARRACKPUR,Barrackpur,AITC,79515.0,43392.0,CPM,132478.0,2011,Vidhan Sabha,36123.0,27.267168888419206
108.0,Barrackpur,Barrackpore,AITC,51596.0,40895.0,BJP,141721.0,2014,Lok Sabha,10701.0,7.55075112368668
108.0,BARRACKPUR,Barrackpur,AITC,58109.0,50790.0,CPM,144444.0,2016,Vidhan Sabha,7319.0,5.067015590817203
108.0,Barrackpur,Barrackpore,BJP,64046.0,60527.0,AITC,148612.0,2019,Lok Sabha,3519.0,2.367911070438457
108.0,BARRACKPUR,Barrackpur,AITC,68887.0,59665.0,BJP,148249.0,2021,Vidhan Sabha,9222.0,6.220615316123549
108.0,Barrackpur,Barrackpur,AITC,64533.0,61073.0,BJP,145584.0,2024,Lok Sabha,3460.0,2.3766347950324214
109.0,Khardaha,Dum dum,AITC,63087.0,61636.0,CPM,136372.0,2009,Lok Sabha,1451.0,1.064001407913648
109.0,KHARDAHA,Dum dum,AITC,83608.0,57454.0,CPM,148018.0,2011,Vidhan Sabha,26154.0,17.669472631706952
109.0,Khardaha,Dum dum,AITC,73232.0,41754.0,CPM,158831.0,2014,Lok Sabha,31478.0,19.818549275645182
109.0,KHARDAHA,Dum dum,AITC,83688.0,62488.0,CPM,168556.0,2016,Vidhan Sabha,21200.0,12.577422340349795
109.0,Khardaha,Dum dum,AITC,73767.0,72499.0,BJP,175947.0,2019,Lok Sabha,1268.0,0.7206715658692675
109.0,KHARDAHA,Dum dum,AITC,89807.0,61667.0,BJP,183147.0,2021,Vidhan Sabha,28140.0,15.36470703860833
109.0,KHARDAHA,Dum dum,AITC,89807.0,20254.0,BJP,183147.0,2021,Vidhan Sabha,69553.0,37.97659803327382
109.0,KHARDAHA,Dum dum,AITC,114086.0,61667.0,BJP,155023.0,2021,Vidhan Sabha,52419.0,33.81369216180825
109.0,KHARDAHA,Dum dum,AITC,114086.0,20254.0,BJP,155023.0,2021,Vidhan Sabha,93832.0,60.52779265012288
109.0,Khardaha,Dum dum,AITC,81000.0,70028.0,BJP,187867.0,2024,Lok Sabha,10972.0,5.84030191571697
110.0,Dum dum Uttar,Dum dum,CPM,76542.0,74139.0,AITC,163703.0,2009,Lok Sabha,2403.0,1.467902237588804
110.0,DUM DUM UTTAR,Dum dum,AITC,94676.0,75650.0,CPM,177211.0,2011,Vidhan Sabha,19026.0,10.73635383808003
110.0,Dum Dum Uttar,Dum dum,AITC,72599.0,63182.0,CPM,187813.0,2014,Lok Sabha,9417.0,5.0140299127323456
110.0,DUM DUM UTTAR,Dum dum,CPM,91959.0,85410.0,AITC,198254.0,2016,Vidhan Sabha,6549.0,3.303338141979481
110.0,Dum Dum Uttar,Dum dum,AITC,83995.0,78346.0,BJP,208024.0,2019,Lok Sabha,5649.0,2.715552051686344
110.0,DUM DUM UTTAR,Dum dum,AITC,95465.0,66966.0,BJP,213149.0,2021,Vidhan Sabha,28499.0,13.370459162369986
110.0,Dum Dum Uttar,Dum dum,AITC,86417.0,80115.0,BJP,215298.0,2024,Lok Sabha,6302.0,2.927105686072328
111.0,Panihati,Dum dum,AITC,71229.0,57226.0,CPM,138745.0,2009,Lok Sabha,14003.0,10.092615950124328
111.0,PANIHATI,Dum dum,AITC,88334.0,56902.0,CPM,151419.0,2011,Vidhan Sabha,31432.0,20.75829321287289
111.0,Panihati,Dum dum,AITC,69047.0,45517.0,CPM,160309.0,2014,Lok Sabha,23530.0,14.677903299253318
111.0,PANIHATI,Dum dum,AITC,73545.0,70515.0,INC,164551.0,2016,Vidhan Sabha,3030.0,1.8413744067188895
111.0,Panihati,Dum dum,AITC,73802.0,64071.0,BJP,169149.0,2019,Lok Sabha,9731.0,5.752916068081987
111.0,PANIHATI,Dum dum,AITC,86495.0,61318.0,BJP,174356.0,2021,Vidhan Sabha,25177.0,14.439996329349148
111.0,Panihati,Dum dum,AITC,71909.0,59474.0,BJP,170218.0,2024,Lok Sabha,12435.0,7.305337860860779
112.0,Kamarhati,Dum dum,AITC,55902.0,53537.0,CPM,119088.0,2009,Lok Sabha,2365.0,1.9859263737740158
112.0,KAMARHATI,Dum dum,AITC,74112.0,49758.0,CPM,127866.0,2011,Vidhan Sabha,24354.0,19.04650180657876
112.0,Kamarhati,Dum dum,AITC,57299.0,42489.0,CPM,134988.0,2014,Lok Sabha,14810.0,10.971345601090468
112.0,KAMARHATI,Dum dum,CPM,62194.0,57996.0,AITC,137943.0,2016,Vidhan Sabha,4198.0,3.043285994939939
112.0,Kamarhati,Dum dum,AITC,63356.0,45631.0,BJP,139098.0,2019,Lok Sabha,17725.0,12.74281441861134
112.0,KAMARHATI,Dum dum,AITC,73845.0,38437.0,BJP,144310.0,2021,Vidhan Sabha,35408.0,24.53606818654286
112.0,Kamarhati,Dum dum,AITC,62011.0,43211.0,BJP,141159.0,2024,Lok Sabha,18800.0,13.318314808124171
113.0,Baranagar,Dum dum,CPM,64914.0,62393.0,AITC,137706.0,2009,Lok Sabha,2521.0,1.8307118063119978
113.0,BARANAGAR,Dum dum,AITC,89883.0,53055.0,RSP,148372.0,2011,Vidhan Sabha,36828.0,24.82139487234788
113.0,Baranagar,Dum dum,AITC,71749.0,43728.0,CPM,156141.0,2014,Lok Sabha,28021.0,17.945959101068905
113.0,BARANAGAR,Dum dum,AITC,76531.0,60431.0,RSP,156868.0,2016,Vidhan Sabha,16100.0,10.263406175893106
113.0,Baranagar,Dum dum,AITC,70176.0,55481.0,BJP,158136.0,2019,Lok Sabha,14695.0,9.29263418829362
113.0,BARANAGAR,Dum dum,AITC,85615.0,50468.0,BJP,160259.0,2021,Vidhan Sabha,35147.0,21.9313735890028
113.0,Baranagar,Dum dum,AITC,69427.0,57450.0,BJP,158828.0,2024,Lok Sabha,11977.0,7.540861812778603
114.0,Dum dum,Dum dum,AITC,67958.0,67189.0,CPM,147945.0,2009,Lok Sabha,769.0,0.51978775896448
114.0,DUM DUM,Dum dum,AITC,92635.0,61138.0,CPM,161095.0,2011,Vidhan Sabha,31497.0,19.551817250690586
114.0,Dum dum,Dum dum,AITC,70636.0,47405.0,CPM,167311.0,2014,Lok Sabha,23231.0,13.884920895816771
114.0,DUM DUM,Dum dum,AITC,81579.0,72263.0,CPM,174562.0,2016,Vidhan Sabha,9316.0,5.336785783847573
114.0,Dum dum,Dum dum,AITC,76526.0,71414.0,BJP,180291.0,2019,Lok Sabha,5112.0,2.835416077341631
114.0,DUM DUM,Dum dum,AITC,87999.0,61268.0,BJP,185334.0,2021,Vidhan Sabha,26731.0,14.423149557015982
114.0,Dum Dum,Dum dum,AITC,80289.0,70698.0,BJP,186707.0,2024,Lok Sabha,9591.0,5.136925771395823
115.0,Rajarhat new town,Barasat,AITC,67551.0,57557.0,AIFB,141927.0,2009,Lok Sabha,9994.0,7.041648171242963
115.0,RAJARHAT NEW TOWN,Barasat,AITC,80738.0,72991.0,CPM,164007.0,2011,Vidhan Sabha,7747.0,4.723578871633528
115.0,Rajarhat new town,Barasat,AITC,73908.0,57417.0,AIFB,184251.0,2014,Lok Sabha,16491.0,8.950290636143087
115.0,RAJARHAT NEW TOWN,Barasat,AITC,90671.0,81478.0,CPM,198890.0,2016,Vidhan Sabha,9193.0,4.622152948866208
115.0,Rajarhat new town,Barasat,AITC,103343.0,79700.0,BJP,211271.0,2019,Lok Sabha,23643.0,11.190840200500778
115.0,RAJARHAT NEW TOWN,Barasat,AITC,127374.0,70942.0,BJP,234906.0,2021,Vidhan Sabha,56432.0,24.023226311801317
115.0,Rajarhat New Town,Barasat,AITC,119822.0,91405.0,BJP,246769.0,2024,Lok Sabha,28417.0,11.515627975961324
116.0,Bidhannagar,Barasat,AITC,64145.0,53459.0,AIFB,132107.0,2009,Lok Sabha,10686.0,8.088897636007177
116.0,BIDHANNAGAR,Barasat,AITC,88642.0,52717.0,CPM,148904.0,2011,Vidhan Sabha,35925.0,24.126282705635845
116.0,Bidhannagar,Barasat,BJP,58314.0,51825.0,AITC,155146.0,2014,Lok Sabha,6489.0,4.182511956479703
116.0,BIDHANNAGAR,Barasat,AITC,66130.0,59142.0,INC,154303.0,2016,Vidhan Sabha,6988.0,4.5287518713181205
116.0,Bidhannagar,Barasat,BJP,77872.0,58956.0,AITC,161532.0,2019,Lok Sabha,18916.0,11.710373176831835
116.0,BIDHANNAGAR,Barasat,AITC,75912.0,67915.0,BJP,162035.0,2021,Vidhan Sabha,7997.0,4.935353473015089
116.0,Bidhannagar,Barasat,BJP,78883.0,67727.0,AITC,162840.0,2024,Lok Sabha,11156.0,6.850896585605502
117.0,Rajarhat gopalpur,Dum dum,AITC,63956.0,56582.0,CPM,130899.0,2009,Lok Sabha,7374.0,5.633350904132193
117.0,RAJARHAT GOPALPUR,Dum dum,AITC,89829.0,54104.0,CPM,150327.0,2011,Vidhan Sabha,35725.0,23.764859273450543
117.0,Rajarhat gopalpur,Dum dum,AITC,67716.0,44706.0,BJP,164011.0,2014,Lok Sabha,23010.0,14.029546798690331
117.0,RAJARHAT GOPALPUR,Dum dum,AITC,72793.0,65919.0,CPM,164314.0,2016,Vidhan Sabha,6874.0,4.183453631461713
117.0,Rajarhat gopalpur,Dum dum,BJP,70828.0,70085.0,AITC,172462.0,2019,Lok Sabha,743.0,0.43081954285581747
117.0,RAJARHAT GOPALPUR,Dum dum,AITC,87650.0,62354.0,BJP,178723.0,2021,Vidhan Sabha,25296.0,14.15374630014044
117.0,Rajarhat Gopalpur,Dum dum,AITC,75236.0,75162.0,BJP,183128.0,2024,Lok Sabha,74.0,0.04040889432528068
118.0,Madhyamgram,Barasat,AITC,80876.0,63047.0,AIFB,157486.0,2009,Lok Sabha,17829.0,11.32100631167215
118.0,MADHYAMGRAM,Barasat,AITC,99841.0,65173.0,AIFB,174600.0,2011,Vidhan Sabha,34668.0,19.855670103092784
118.0,Madhyamgram,Barasat,AITC,89148.0,52149.0,AIFB,192854.0,2014,Lok Sabha,36999.0,19.184979310773954
118.0,MADHYAMGRAM,Barasat,AITC,110271.0,74467.0,INC,207704.0,2016,Vidhan Sabha,35804.0,17.237992527828062
118.0,Madhyamgram,Barasat,AITC,106815.0,72379.0,BJP,215729.0,2019,Lok Sabha,34436.0,15.962619768320438
118.0,MADHYAMGRAM,Barasat,AITC,112741.0,64615.0,BJP,230431.0,2021,Vidhan Sabha,48126.0,20.885210757233185
118.0,Madhyamgram,Barasat,AITC,110832.0,79182.0,BJP,232828.0,2024,Lok Sabha,31650.0,13.593725840534642
119.0,Barasat,Barasat,AITC,81450.0,61649.0,AIFB,157955.0,2009,Lok Sabha,19801.0,12.535848817701245
119.0,BARASAT,Barasat,AITC,103954.0,63743.0,AIFB,178363.0,2011,Vidhan Sabha,40211.0,22.54447390994769
119.0,Barasat,Barasat,AITC,79657.0,54165.0,BJP,194536.0,2014,Lok Sabha,25492.0,13.104001315951802
119.0,BARASAT,Barasat,AITC,99667.0,74668.0,AIFB,205770.0,2016,Vidhan Sabha,24999.0,12.149001312144629
119.0,Barasat,Barasat,AITC,93023.0,89433.0,BJP,214334.0,2019,Lok Sabha,3590.0,1.6749559099349614
119.0,BARASAT,Barasat,AITC,104431.0,80648.0,BJP,225707.0,2021,Vidhan Sabha,23783.0,10.537112273877195
119.0,Barasat,Barasat,AITC,100548.0,97376.0,BJP,228680.0,2024,Lok Sabha,3172.0,1.3870911317124366
120.0,Deganga,Barasat,AITC,74063.0,51750.0,AIFB,140626.0,2009,Lok Sabha,22313.0,15.866909390866555
120.0,DEGANGA,Barasat,AITC,78395.0,61095.0,AIFB,158714.0,2011,Vidhan Sabha,17300.0,10.900109631160452
120.0,Deganga,Barasat,AITC,76801.0,61821.0,AIFB,177942.0,2014,Lok Sabha,14980.0,8.418473435164268
120.0,DEGANGA,Barasat,AITC,97412.0,71422.0,AIFB,191509.0,2016,Vidhan Sabha,25990.0,13.57116375731689
120.0,Deganga,Barasat,AITC,114715.0,40809.0,BJP,192569.0,2019,Lok Sabha,73906.0,38.378970654674426
120.0,DEGANGA,Barasat,AITC,100105.0,67568.0,RSSCMJP,214380.0,2021,Vidhan Sabha,32537.0,15.1772553409833
120.0,Deganga,Barasat,AITC,110627.0,50249.0,AISF,214761.0,2024,Lok Sabha,60378.0,28.114043052509537
121.0,Haroa,Basirhat,AITC,67904.0,66097.0,CPI,150859.0,2009,Lok Sabha,1807.0,1.1978072239640989
121.0,HAROA,Basirhat,AITC,76627.0,75503.0,CPM,167678.0,2011,Vidhan Sabha,1124.0,0.6703324228580971
121.0,Haroa,Basirhat,AITC,96450.0,53095.0,CPI,183614.0,2014,Lok Sabha,43355.0,23.612033940767045
121.0,HAROA,Basirhat,AITC,113001.0,70594.0,CPM,200622.0,2016,Vidhan Sabha,42407.0,21.1377615615436
121.0,Haroa,Basirhat,AITC,134543.0,36995.0,BJP,208608.0,2019,Lok Sabha,97548.0,46.761389783709156
121.0,HAROA,Basirhat,AITC,130398.0,49420.0,RSSCMJP,227395.0,2021,Vidhan Sabha,80978.0,35.61116119527694
121.0,Haroa,Basirhat,AITC,145356.0,34365.0,AISF,228378.0,2024,Lok Sabha,110991.0,48.59968998765205
122.0,Minakhan,Basirhat,AITC,61897.0,53407.0,CPI,131762.0,2009,Lok Sabha,8490.0,6.443435891987067
122.0,MINAKHAN,Basirhat,AITC,73533.0,66397.0,CPM,151102.0,2011,Vidhan Sabha,7136.0,4.722637688448862
122.0,Minakhan,Basirhat,AITC,84623.0,48870.0,CPI,166294.0,2014,Lok Sabha,35753.0,21.499873717632624
122.0,MINAKHAN,Basirhat,AITC,103210.0,60612.0,CPM,185101.0,2016,Vidhan Sabha,42598.0,23.013381883404197
122.0,Minakhan (SC),Basirhat,AITC,118433.0,51867.0,BJP,196868.0,2019,Lok Sabha,66566.0,33.81250380965927
122.0,MINAKHAN,Basirhat,AITC,109818.0,53988.0,BJP,212352.0,2021,Vidhan Sabha,55830.0,26.29125226039783
122.0,Minakhan,Basirhat,AITC,122957.0,51789.0,BJP,213155.0,2024,Lok Sabha,71168.0,33.38791020618799
123.0,Sandeshkhali,Basirhat,AITC,56304.0,55754.0,CPI,136000.0,2009,Lok Sabha,550.0,0.4044117647058824
123.0,SANDESHKHALI,Basirhat,CPM,66815.0,62583.0,AITC,154633.0,2011,Vidhan Sabha,4232.0,2.7368026229847446
123.0,Sandeshkhali,Basirhat,AITC,67324.0,53155.0,CPI,173120.0,2014,Lok Sabha,14169.0,8.184496303142328
123.0,SANDESHKHALI,Basirhat,AITC,96556.0,58366.0,CPM,187519.0,2016,Vidhan Sabha,38190.0,20.36593625179315
123.0,Sandeshkhali (ST),Basirhat,AITC,103600.0,76688.0,BJP,197486.0,2019,Lok Sabha,26912.0,13.62729509939945
123.0,SANDESHKHALI,Basirhat,AITC,112450.0,72765.0,BJP,205787.0,2021,Vidhan Sabha,39685.0,19.28450290834698
123.0,Sandeshkhali,Basirhat,BJP,95862.0,87475.0,AITC,201231.0,2024,Lok Sabha,8387.0,4.167846902316243
124.0,Basirhat Dakshin,Basirhat,AITC,82300.0,61974.0,CPI,167905.0,2009,Lok Sabha,20326.0,12.105654983472796
124.0,BASIRHAT DAKSHIN,Basirhat,CPM,66914.0,54514.0,AITC,186157.0,2011,Vidhan Sabha,12400.0,6.6610441723921205
124.0,Basirhat Dakshin,Basirhat,BJP,76577.0,46354.0,AITC,201049.0,2014,Lok Sabha,30223.0,15.032653731179963
124.0,BASIRHAT DAKSHIN,Basirhat,AITC,88085.0,64027.0,BJP,216639.0,2016,Vidhan Sabha,24058.0,11.10511034485942
124.0,Basirhat Dakshin,Basirhat,AITC,105406.0,90506.0,BJP,224593.0,2019,Lok Sabha,14900.0,6.634222794120921
124.0,BASIRHAT DAKSHIN,Basirhat,AITC,115873.0,91405.0,BJP,235737.0,2021,Vidhan Sabha,24468.0,10.379363443159113
124.0,Basirhat Dakshin,Basirhat,AITC,110182.0,95159.0,BJP,234929.0,2024,Lok Sabha,15023.0,6.39469797257895
125.0,Basirhat Uttar,Basirhat,AITC,75108.0,57798.0,CPI,153597.0,2009,Lok Sabha,17310.0,11.269751362331295
