AC_No,AC_Name,PC_Name,Winner_Party,Winner_Votes,Runner_Votes,Runner_Party,Total_Votes,Year,Election_Type,Margin_Votes,Margin_Percent
1.0,Mekliganj,Jalpaiguri,CPM,64852.0,53748.0,INC,133901.0,2009,Lok Sabha,11104.0,8.29269385590847
1.0,MEKLIGANJ,Jalpaiguri,AIFB,72040.0,39408.0,INC,147357.0,2011,Vidhan Sabha,32632.0,22.144859083721848
1.0,Mekliganj,Jalpaiguri,CPM,62952.0,60897.0,AITC,162049.0,2014,Lok Sabha,2055.0,1.268134946837068
1.0,MEKLIGANJ,Jalpaiguri,AITC,74823.0,68186.0,AIFB,180960.0,2016,Vidhan Sabha,6637.0,3.667661361626879
1.0,Mekliganj,Jalpaiguri,BJP,87140.0,82435.0,AITC,189043.0,2019,Lok Sabha,4705.0,2.4888517427252
1.0,MEKLIGANJ,Jalpaiguri,AITC,99338.0,84653.0,BJP,198744.0,2021,Vidhan Sabha,14685.0,7.388902306484724
1.0,Mekliganj,Jalpaiguri,AITC,94842.0,92024.0,BJP,198294.0,2024,Lok Sabha,2818.0,1.421122172128254
2.0,Mathabhanga,Cooch behar,AITC,66876.0,65458.0,AIFB,153185.0,2009,Lok Sabha,1418.0,0.9256781016418056
2.0,MATHABHANGA,Coochbehar,AITC,78249.0,72925.0,CPM,168434.0,2011,Vidhan Sabha,5324.0,3.160882007195697
2.0,Mathabhanga,Cooch behar,AITC,77337.0,58026.0,AIFB,182611.0,2014,Lok Sabha,19311.0,10.574937982925453
2.0,MATHABHANGA,Coochbehar,AITC,96383.0,64465.0,CPM,200385.0,2016,Vidhan Sabha,31918.0,15.928337949447313
2.0,Mathabhanga,Cooch behar,BJP,107063.0,86188.0,AITC,207363.0,2019,Lok Sabha,20875.0,10.066887535384808
2.0,MATHABHANGA,Coochbehar,BJP,113249.0,87115.0,AITC,214203.0,2021,Vidhan Sabha,26134.0,12.200576089037035
2.0,Mathabhanga,Coochbehar,BJP,110612.0,99974.0,AITC,219757.0,2024,Lok Sabha,10638.0,4.84080143067115
3.0,Cooch behar Uttar,Cooch behar,AIFB,73934.0,69057.0,AITC,171607.0,2009,Lok Sabha,4877.0,2.8419586613599677
3.0,COOCH BEHAR UTTAR,Coochbehar,AIFB,84825.0,82628.0,AITC,188032.0,2011,Vidhan Sabha,2197.0,1.1684181415929205
3.0,Cooch Behar Uttar,Cooch behar,AITC,71737.0,69834.0,AIFB,205301.0,2014,Lok Sabha,1903.0,0.9269316759294889
3.0,COOCH BEHAR UTTAR,Coochbehar,AIFB,97629.0,85336.0,AITC,223771.0,2016,Vidhan Sabha,12293.0,5.493562615352302
3.0,COOCHBEHAR UTTAR,Cooch behar,BJP,118606.0,91380.0,AITC,231321.0,2019,Lok Sabha,27226.0,11.769791761232227
3.0,COOCH BEHAR UTTAR,Coochbehar,BJP,120483.0,105868.0,AITC,243916.0,2021,Vidhan Sabha,14615.0,5.991816854982863
3.0,COOCHBEHAR UTTAR,Coochbehar,BJP,123859.0,105870.0,AITC,242701.0,2024,Lok Sabha,17989.0,7.412000774615679
4.0,Cooch behar Dakshin,Cooch behar,AIFB,60893.0,55631.0,AITC,136720.0,2009,Lok Sabha,5262.0,3.8487419543592742
4.0,COOCH BEHAR DAKSHIN,Coochbehar,AIFB,72028.0,69165.0,AITC,153115.0,2011,Vidhan Sabha,2863.0,1.8698363974790193
4.0,Cooch Behar Dakshin,Cooch behar,AITC,61737.0,51689.0,AIFB,160880.0,2014,Lok Sabha,10048.0,6.245648930880159
4.0,COOCH BEHAR DAKSHIN,Coochbehar,AITC,82849.0,64654.0,AIFB,179173.0,2016,Vidhan Sabha,18195.0,10.15498987012552
4.0,Cooch Behar Dakshin,Cooch behar,BJP,86431.0,80410.0,AITC,182755.0,2019,Lok Sabha,6021.0,3.2945747038384723
4.0,COOCH BEHAR DAKSHIN,Coochbehar,BJP,91560.0,86629.0,AITC,195505.0,2021,Vidhan Sabha,4931.0,2.522186133346973
4.0,Cooch Behar Dakshin,Coochbehar,AITC,95092.0,87383.0,BJP,192876.0,2024,Lok Sabha,7709.0,3.9968684543437236
5.0,Sitalkuchi,Cooch behar,AIFB,80764.0,75773.0,AITC,175846.0,2009,Lok Sabha,4991.0,2.8382789486255016
5.0,SITALKUCHI,Coochbehar,AITC,84651.0,84394.0,CPM,191453.0,2011,Vidhan Sabha,257.0,0.13423660115015174
5.0,Sitalkuchi,Cooch behar,AITC,89951.0,66316.0,AIFB,208463.0,2014,Lok Sabha,23635.0,11.337743388514989
5.0,SITALKUCHI,Coochbehar,AITC,101647.0,86164.0,CPM,230077.0,2016,Vidhan Sabha,15483.0,6.729486215484382
5.0,Sitalkuchi,Cooch behar,AITC,109771.0,108541.0,BJP,236981.0,2019,Lok Sabha,1230.0,0.51902895168811
5.0,SITALKUCHI,Coochbehar,BJP,124955.0,107140.0,AITC,245966.0,2021,Vidhan Sabha,17815.0,7.2428709659058566
5.0,Sitalkuchi,Coochbehar,AITC,129633.0,113357.0,BJP,254247.0,2024,Lok Sabha,16276.0,6.401648790349541
6.0,Sitai,Cooch behar,AIFB,73579.0,62929.0,AITC,156735.0,2009,Lok Sabha,10650.0,6.794908603694133
6.0,SITAI,Coochbehar,INC,79791.0,78214.0,AIFB,170962.0,2011,Vidhan Sabha,1577.0,0.9224272060457881
6.0,Sitai,Cooch behar,AITC,72239.0,59910.0,AIFB,191029.0,2014,Lok Sabha,12329.0,6.45399389621471
6.0,SITAI,Coochbehar,AITC,103410.0,78159.0,INC,218226.0,2016,Vidhan Sabha,25251.0,11.571031866047125
6.0,Sitai,Cooch behar,AITC,123130.0,88469.0,BJP,224943.0,2019,Lok Sabha,34661.0,15.4087924496428
6.0,SITAI,Coochbehar,AITC,117908.0,107796.0,BJP,238578.0,2021,Vidhan Sabha,10112.0,4.2384461266336375
6.0,Sitai,Coochbehar,AITC,128189.0,99812.0,BJP,236594.0,2024,Lok Sabha,28377.0,11.993964343981673
7.0,Dinhata,Cooch behar,AIFB,81761.0,64898.0,AITC,167572.0,2009,Lok Sabha,16863.0,10.063137039600887
7.0,DINHATA,Coochbehar,AIFB,93050.0,63024.0,IND,184184.0,2011,Vidhan Sabha,30026.0,16.30217608478478
7.0,Dinhata,Cooch behar,AITC,81358.0,73180.0,AIFB,199188.0,2014,Lok Sabha,8178.0,4.105669016205796
7.0,DINHATA,Coochbehar,AITC,100732.0,78939.0,AIFB,223637.0,2016,Vidhan Sabha,21793.0,9.744809669240778
7.0,Dinhata,Cooch behar,BJP,114981.0,99442.0,AITC,230474.0,2019,Lok Sabha,15539.0,6.742192177859542
7.0,DINHATA,Coochbehar,BJP,116035.0,115978.0,AITC,243751.0,2021,Vidhan Sabha,57.0,0.023384519448125342
7.0,DINHATA,Coochbehar,BJP,116035.0,25486.0,BJP,243751.0,2021,Vidhan Sabha,90549.0,37.148155289619325
7.0,DINHATA,Coochbehar,AITC,189575.0,115978.0,AITC,225286.0,2021,Vidhan Sabha,73597.0,32.66825279866481
7.0,DINHATA,Coochbehar,AITC,189575.0,25486.0,BJP,225286.0,2021,Vidhan Sabha,164089.0,72.83586197100574
7.0,Dinhata,Coochbehar,AITC,123072.0,105058.0,BJP,235922.0,2024,Lok Sabha,18014.0,7.6355744695280645
8.0,Natabari,Cooch behar,AITC,71205.0,62918.0,AIFB,157408.0,2009,Lok Sabha,8287.0,5.26466253303517
8.0,NATABARI,Coochbehar,AITC,81951.0,74386.0,CPM,172296.0,2011,Vidhan Sabha,7565.0,4.39069972605284
8.0,Natabari,Cooch behar,AITC,70916.0,59032.0,AIFB,181661.0,2014,Lok Sabha,11884.0,6.541855434022713
8.0,NATABARI,Coochbehar,AITC,93257.0,77100.0,CPM,199597.0,2016,Vidhan Sabha,16157.0,8.094811044254172
8.0,Natabari,Cooch behar,BJP,104543.0,86018.0,AITC,206515.0,2019,Lok Sabha,18525.0,8.970292714814905
8.0,NATABARI,Coochbehar,BJP,111743.0,88303.0,AITC,217173.0,2021,Vidhan Sabha,23440.0,10.793238570172168
8.0,Natabari,Coochbehar,BJP,105063.0,103917.0,AITC,218241.0,2024,Lok Sabha,1146.0,0.5251075645731096
9.0,Tufanganj,Alipurduars,RSP,59487.0,56789.0,AITC,148364.0,2009,Lok Sabha,2698.0,1.818500444851851
9.0,TUFANGANJ,Alipurduars,AITC,73721.0,67539.0,CPM,163760.0,2011,Vidhan Sabha,6182.0,3.7750366389838788
9.0,Tufanganj,Alipurduars,AITC,70798.0,53559.0,RSP,173290.0,2014,Lok Sabha,17239.0,9.948063939061688
9.0,TUFANGANJ,Alipurduars,AITC,85052.0,69782.0,INC,192402.0,2016,Vidhan Sabha,15270.0,7.936507936507936
9.0,Tufanganj,Alipurduars,BJP,98776.0,91290.0,AITC,201377.0,2019,Lok Sabha,7486.0,3.7174056620170126
9.0,TUFANGANJ,Alipurduars,BJP,114503.0,83305.0,AITC,209378.0,2021,Vidhan Sabha,31198.0,14.900323816255767
9.0,Tufanganj,Alipurduars,BJP,104302.0,97807.0,AITC,211342.0,2024,Lok Sabha,6495.0,3.073217817565841
10.0,Kumargram,Alipurduars,RSP,64354.0,42867.0,AITC,144281.0,2009,Lok Sabha,21487.0,14.892466783568176
10.0,KUMARGRAM,Alipurduars,RSP,71545.0,58964.0,AITC,175181.0,2011,Vidhan Sabha,12581.0,7.181714912005297
10.0,Kumargram,Alipurduars,RSP,63842.0,60660.0,AITC,194459.0,2014,Lok Sabha,3182.0,1.6363346515203718
10.0,KUMARGRAM,Alipurduars,AITC,77668.0,71515.0,RSP,208406.0,2016,Vidhan Sabha,6153.0,2.9524101993224763
10.0,Kumargram,Alipurduars,BJP,116023.0,87210.0,AITC,222681.0,2019,Lok Sabha,28813.0,12.939137151351035
10.0,KUMARGRAM,Alipurduars,BJP,111974.0,100973.0,AITC,232489.0,2021,Vidhan Sabha,11001.0,4.73183677507323
10.0,Kumargram,Alipurduars,BJP,110394.0,102753.0,AITC,226456.0,2024,Lok Sabha,7641.0,3.3741654007842583
11.0,Kalchini,Alipurduars,BJP,46667.0,46203.0,RSP,137501.0,2009,Lok Sabha,464.0,0.3374520912575181
11.0,KALCHINI,Alipurduars,IND,46455.0,39210.0,RSP,154569.0,2011,Vidhan Sabha,7245.0,4.687227063641481
11.0,Kalchini,Alipurduars,BJP,67129.0,31835.0,INC,169945.0,2014,Lok Sabha,35294.0,20.76789549560152
11.0,KALCHINI,Alipurduars,AITC,62061.0,60550.0,BJP,177356.0,2016,Vidhan Sabha,1511.0,0.8519587721870137
11.0,Kalchini,Alipurduars,BJP,111477.0,64045.0,AITC,190453.0,2019,Lok Sabha,47432.0,24.904832163315884
11.0,KALCHINI,Alipurduars,BJP,103104.0,74528.0,AITC,195815.0,2021,Vidhan Sabha,28576.0,14.59336618747287
11.0,Kalchini,Alipurduars,BJP,96391.0,81526.0,AITC,187029.0,2024,Lok Sabha,14865.0,7.947965288805479
12.0,Alipurduars,Alipurduars,RSP,71137.0,59620.0,AITC,157003.0,2009,Lok Sabha,11517.0,7.33552862047222
12.0,ALIPURDUARS,Alipurduars,INC,79605.0,72822.0,RSP,172969.0,2011,Vidhan Sabha,6783.0,3.921511947227538
12.0,Alipurduars,Alipurduars,RSP,62103.0,57494.0,AITC,188087.0,2014,Lok Sabha,4609.0,2.450461754400889
12.0,ALIPURDUARS,Alipurduars,AITC,89695.0,77737.0,INC,203446.0,2016,Vidhan Sabha,11958.0,5.8777267677909615
12.0,Alipurduars,Alipurduars,BJP,114879.0,77859.0,AITC,211016.0,2019,Lok Sabha,37020.0,17.54369336922319
12.0,ALIPURDUARS,Alipurduars,BJP,107333.0,91326.0,AITC,222732.0,2021,Vidhan Sabha,16007.0,7.186663793258266
12.0,Alipurduars,Alipurduars,BJP,114821.0,86257.0,AITC,214114.0,2024,Lok Sabha,28564.0,13.340556899595542
13.0,Falakata,Alipurduars,RSP,65337.0,48540.0,AITC,142102.0,2009,Lok Sabha,16797.0,11.820382542117635
13.0,FALAKATA,Alipurduars,AITC,77821.0,69775.0,CPM,164026.0,2011,Vidhan Sabha,8046.0,4.905319888310389
13.0,Falakata,Alipurduars,AITC,74714.0,60770.0,RSP,183343.0,2014,Lok Sabha,13944.0,7.605417168912912
13.0,FALAKATA,Alipurduars,AITC,86647.0,69808.0,CPM,197940.0,2016,Vidhan Sabha,16839.0,8.5071233707184
13.0,Falakata,Alipurduars,BJP,109280.0,82210.0,AITC,209134.0,2019,Lok Sabha,27070.0,12.943854179616896
13.0,FALAKATA,Alipurduars,BJP,102993.0,99003.0,AITC,220500.0,2021,Vidhan Sabha,3990.0,1.8095238095238095
13.0,Falakata,Alipurduars,BJP,105972.0,97006.0,AITC,215556.0,2024,Lok Sabha,8966.0,4.159475959843382
14.0,Madarihat,Alipurduars,BJP,39149.0,38620.0,RSP,103914.0,2009,Lok Sabha,529.0,0.5090748118636566
14.0,MADARIHAT,Alipurduars,RSP,42539.0,34630.0,BJP,133213.0,2011,Vidhan Sabha,7909.0,5.9371082401867685
14.0,Madarihat,Alipurduars,BJP,58413.0,34445.0,RSP,146280.0,2014,Lok Sabha,23968.0,16.385015039649986
14.0,MADARIHAT,Alipurduars,BJP,66989.0,44951.0,AITC,152301.0,2016,Vidhan Sabha,22038.0,14.470029743731164
14.0,Madarihat,Alipurduars,BJP,93488.0,49650.0,AITC,158752.0,2019,Lok Sabha,43838.0,27.614140294295503
14.0,MADARIHAT,Alipurduars,BJP,90718.0,61033.0,AITC,166920.0,2021,Vidhan Sabha,29685.0,17.78396836808052
14.0,Madarihat,Alipurduars,BJP,79921.0,68858.0,AITC,159378.0,2024,Lok Sabha,11063.0,6.9413595351930635
15.0,Dhupguri,Jalpaiguri,CPM,70356.0,49545.0,INC,153760.0,2009,Lok Sabha,20811.0,13.534729448491156
15.0,DHUPGURI,Jalpaiguri,CPM,73644.0,69406.0,AITC,174285.0,2011,Vidhan Sabha,4238.0,2.4316493100381558
15.0,Dhupguri,Jalpaiguri,AITC,77697.0,65341.0,CPM,193327.0,2014,Lok Sabha,12356.0,6.391243851091674
15.0,DHUPGURI,Jalpaiguri,AITC,90781.0,71517.0,CPM,208734.0,2016,Vidhan Sabha,19264.0,9.228970843274215
15.0,Dhupguri,Jalpaiguri,BJP,105729.0,87963.0,AITC,217976.0,2019,Lok Sabha,17766.0,8.150438580394171
15.0,DHUPGURI,Jalpaiguri,BJP,104688.0,100333.0,AITC,229323.0,2021,Vidhan Sabha,4355.0,1.8990681266161702
15.0,Dhupguri,Jalpaiguri,BJP,106651.0,100322.0,AITC,221801.0,2024,Lok Sabha,6329.0,2.853458731024657
16.0,Maynaguri,Jalpaiguri,CPM,74212.0,53664.0,INC,155306.0,2009,Lok Sabha,20548.0,13.23065432114664
16.0,MAYNAGURI,Jalpaiguri,RSP,84887.0,68611.0,AITC,174276.0,2011,Vidhan Sabha,16276.0,9.339209070669513
16.0,Maynaguri,Jalpaiguri,AITC,87523.0,59356.0,CPM,194561.0,2014,Lok Sabha,28167.0,14.47720766237838
16.0,MAYNAGURI,Jalpaiguri,AITC,100837.0,65930.0,RSP,210728.0,2016,Vidhan Sabha,34907.0,16.56495577237007
16.0,Maynaguri,Jalpaiguri,BJP,110819.0,96072.0,AITC,223510.0,2019,Lok Sabha,14747.0,6.5979150820992345
16.0,MAYNAGURI,Jalpaiguri,BJP,115306.0,103395.0,AITC,236093.0,2021,Vidhan Sabha,11911.0,5.045045808219642
16.0,Maynaguri,Jalpaiguri,BJP,112763.0,108018.0,AITC,233124.0,2024,Lok Sabha,4745.0,2.03539747087387
17.0,Jalpaiguri,Jalpaiguri,INC,74114.0,70282.0,CPM,161127.0,2009,Lok Sabha,3832.0,2.3782482141416397
17.0,JALPAIGURI,Jalpaiguri,INC,86273.0,75222.0,AIFB,177363.0,2011,Vidhan Sabha,11051.0,6.23072455923727
17.0,Jalpaiguri,Jalpaiguri,CPM,69505.0,65344.0,AITC,192213.0,2014,Lok Sabha,4161.0,2.16478594059715
17.0,JALPAIGURI,Jalpaiguri,INC,94553.0,89396.0,AITC,208216.0,2016,Vidhan Sabha,5157.0,2.476754908364391
17.0,Jalpaiguri,Jalpaiguri,BJP,112147.0,72962.0,AITC,217222.0,2019,Lok Sabha,39185.0,18.039148889154873
17.0,JALPAIGURI,Jalpaiguri,AITC,95668.0,94727.0,BJP,225933.0,2021,Vidhan Sabha,941.0,0.4164951556434872
17.0,Jalpaiguri,Jalpaiguri,BJP,110008.0,84474.0,AITC,219959.0,2024,Lok Sabha,25534.0,11.608527043676322
18.0,Rajganj,Jalpaiguri,CPM,62337.0,57490.0,INC,142773.0,2009,Lok Sabha,4847.0,3.3948995958619625
18.0,RAJGANJ,Jalpaiguri,AITC,74546.0,67526.0,CPM,159838.0,2011,Vidhan Sabha,7020.0,4.391946846181758
18.0,Rajganj,Jalpaiguri,AITC,71715.0,62498.0,CPM,178949.0,2014,Lok Sabha,9217.0,5.150629508966242
18.0,RAJGANJ,Jalpaiguri,AITC,89785.0,75108.0,CPM,194531.0,2016,Vidhan Sabha,14677.0,7.5448129089965095
18.0,Rajganj,Jalpaiguri,AITC,94727.0,90407.0,BJP,207409.0,2019,Lok Sabha,4320.0,2.082841149612601
18.0,RAJGANJ,Jalpaiguri,AITC,104641.0,88868.0,BJP,215755.0,2021,Vidhan Sabha,15773.0,7.310606938425529
18.0,Rajganj,Jalpaiguri,AITC,104594.0,97114.0,BJP,219268.0,2024,Lok Sabha,7480.0,3.4113504934600583
19.0,Dabgram-phulbari,Jalpaiguri,CPM,71665.0,47211.0,INC,152820.0,2009,Lok Sabha,24454.0,16.001832220913492
19.0,DABGRAM-PHULBARI,Jalpaiguri,AITC,84649.0,73413.0,CPM,175296.0,2011,Vidhan Sabha,11236.0,6.409729828404527
19.0,Dabgram-Fulbari,Jalpaiguri,AITC,69700.0,64990.0,BJP,203354.0,2014,Lok Sabha,4710.0,2.31615802983959
19.0,DABGRAM-PHULBARI,Jalpaiguri,AITC,105769.0,81958.0,CPM,222725.0,2016,Vidhan Sabha,23811.0,10.69076215063419
19.0,Dabgram-Fulbari,Jalpaiguri,BJP,150566.0,64449.0,AITC,239654.0,2019,Lok Sabha,86117.0,35.933888021898234
19.0,DABGRAM-PHULBARI,Jalpaiguri,BJP,129088.0,101495.0,AITC,258969.0,2021,Vidhan Sabha,27593.0,10.65494325575648
19.0,Dabgram-Fulbari,Jalpaiguri,BJP,156023.0,83778.0,AITC,256373.0,2024,Lok Sabha,72245.0,28.17964450234619
20.0,Mal,Jalpaiguri,CPM,54764.0,45171.0,INC,130119.0,2009,Lok Sabha,9593.0,7.372482112527763
20.0,MAL,Jalpaiguri,CPM,62037.0,57821.0,INC,156320.0,2011,Vidhan Sabha,4216.0,2.6970317297850563
20.0,Mal,Jalpaiguri,AITC,61037.0,52751.0,CPM,175167.0,2014,Lok Sabha,8286.0,4.730343044066519
20.0,MAL,Jalpaiguri,AITC,84877.0,66415.0,CPM,191666.0,2016,Vidhan Sabha,18462.0,9.632381330022017
20.0,Mal,Jalpaiguri,BJP,100998.0,76939.0,AITC,202897.0,2019,Lok Sabha,24059.0,11.857740627017648
20.0,MAL,Jalpaiguri,AITC,99086.0,93621.0,BJP,213255.0,2021,Vidhan Sabha,5465.0,2.5626597266183677
20.0,Mal,Jalpaiguri,AITC,101468.0,88653.0,BJP,206369.0,2024,Lok Sabha,12815.0,6.209750495471704
21.0,Nagrakata,Alipurduars,RSP,38917.0,28065.0,BJP,99276.0,2009,Lok Sabha,10852.0,10.931141464200813
21.0,NAGRAKATA,Alipurduars,INC,46537.0,45774.0,CPM,153753.0,2011,Vidhan Sabha,763.0,0.4962504796654374
21.0,Nagrakata,Alipurduars,BJP,57775.0,35514.0,RSP,165866.0,2014,Lok Sabha,22261.0,13.421074843548405
21.0,NAGRAKATA,Alipurduars,AITC,57306.0,54078.0,INC,176542.0,2016,Vidhan Sabha,3228.0,1.8284600831530173
21.0,Nagrakata,Alipurduars,BJP,103865.0,53621.0,AITC,182492.0,2019,Lok Sabha,50244.0,27.532165793569035
21.0,NAGRAKATA,Alipurduars,BJP,94722.0,71247.0,AITC,191169.0,2021,Vidhan Sabha,23475.0,12.279710622538174
21.0,Nagrakata,Alipurduars,AITC,83279.0,79732.0,BJP,179487.0,2024,Lok Sabha,3547.0,1.976187690473405
22.0,Kalimpong,Darjeeling,BJP,116244.0,5915.0,INC,128004.0,2009,Lok Sabha,110329.0,86.19183775507015
22.0,KALIMPONG,Darjeeling,GOJAM,109102.0,7427.0,GNLF,124885.0,2011,Vidhan Sabha,101675.0,81.4149017095728
22.0,Kalimpong,Darjeeling,BJP,85866.0,27117.0,AITC,134761.0,2014,Lok Sabha,58749.0,43.594956997944514
22.0,KALIMPONG,Darjeeling,GOJAM,67693.0,56262.0,IND,137985.0,2016,Vidhan Sabha,11431.0,8.284233793528282
22.0,Kalimpong,Darjeeling,BJP,96877.0,34302.0,AITC,145550.0,2019,Lok Sabha,62575.0,42.992098935073855
22.0,KALIMPONG,Darjeeling,IND,58206.0,54336.0,BJP,154863.0,2021,Vidhan Sabha,3870.0,2.49898297204626
22.0,Kalimpong,Darjeeling,BJP,77745.0,54113.0,AITC,143954.0,2024,Lok Sabha,23632.0,16.416355224585633
23.0,Darjeeling,Darjeeling,BJP,153989.0,3716.0,INC,163778.0,2009,Lok Sabha,150273.0,91.75408174480089
23.0,DARJEELING,Darjeeling,GOJAM,120532.0,13977.0,GNLF,153523.0,2011,Vidhan Sabha,106555.0,69.40653843398059
23.0,Darjeeling,Darjeeling,BJP,102740.0,29426.0,AITC,161878.0,2014,Lok Sabha,73314.0,45.289662585403825
23.0,DARJEELING,Darjeeling,GOJAM,95386.0,45473.0,AITC,159374.0,2016,Vidhan Sabha,49913.0,31.318157290398684
23.0,Darjeeling,Darjeeling,BJP,119428.0,33604.0,AITC,164055.0,2019,Lok Sabha,85824.0,52.314162933162656
23.0,DARJEELING,Darjeeling,BJP,68907.0,47631.0,IND,168575.0,2021,Vidhan Sabha,21276.0,12.621088536259824
23.0,Darjeeling,Darjeeling,BJP,87252.0,55907.0,AITC,156485.0,2024,Lok Sabha,31345.0,20.030673866504777
24.0,Kurseong,Darjeeling,BJP,141506.0,5593.0,CPM,154051.0,2009,Lok Sabha,135913.0,88.22597711147607
24.0,KURSEONG,Darjeeling,GOJAM,114297.0,21201.0,GNLF,154449.0,2011,Vidhan Sabha,93096.0,60.27620768020512
24.0,Kurseong,Darjeeling,BJP,100411.0,34728.0,AITC,163884.0,2014,Lok Sabha,65683.0,40.07895828756926
24.0,KURSEONG,Darjeeling,GOJAM,86947.0,53221.0,AITC,163973.0,2016,Vidhan Sabha,33726.0,20.568020344812865
24.0,Kurseong,Darjeeling,BJP,122393.0,34796.0,AITC,169702.0,2019,Lok Sabha,87597.0,51.618130605414194
24.0,KURSEONG,Darjeeling,BJP,73475.0,57960.0,IND,175545.0,2021,Vidhan Sabha,15515.0,8.838189637984563
24.0,Kurseong,Darjeeling,BJP,93981.0,55474.0,AITC,162105.0,2024,Lok Sabha,38507.0,23.754356744085623
25.0,Matigara-naxalbari,Darjeeling,CPM,64776.0,34251.0,INC,138047.0,2009,Lok Sabha,30525.0,22.112034307156257
25.0,MATIGARA-NAXALBARI,Darjeeling,INC,74334.0,67501.0,CPM,164483.0,2011,Vidhan Sabha,6833.0,4.154228704486178
25.0,Matigara-naxalbari,Darjeeling,BJP,63760.0,54083.0,AITC,192723.0,2014,Lok Sabha,9677.0,5.021196224633282
25.0,MATIGARA-NAXALBARI,Darjeeling,INC,86441.0,67814.0,AITC,209377.0,2016,Vidhan Sabha,18627.0,8.896392631473372
25.0,Matigara-naxalbari,Darjeeling,BJP,144175.0,45277.0,AITC,225479.0,2019,Lok Sabha,98898.0,43.86129085191969
25.0,MATIGARA-NAXALBARI,Darjeeling,BJP,139785.0,68937.0,AITC,240591.0,2021,Vidhan Sabha,70848.0,29.447485566791777
25.0,Matigara-Naxalbari,Darjeeling,BJP,154140.0,70185.0,AITC,246653.0,2024,Lok Sabha,83955.0,34.03769668319461
26.0,Siliguri,Darjeeling,CPM,66187.0,37721.0,INC,133332.0,2009,Lok Sabha,28466.0,21.34971349713497
26.0,SILIGURI,Darjeeling,AITC,72019.0,67013.0,CPM,149800.0,2011,Vidhan Sabha,5006.0,3.3417890520694256
26.0,Siliguri,Darjeeling,BJP,58730.0,51204.0,AITC,160308.0,2014,Lok Sabha,7526.0,4.694712678094668
26.0,SILIGURI,Darjeeling,CPM,78054.0,63982.0,AITC,168350.0,2016,Vidhan Sabha,14072.0,8.358776358776359
26.0,Siliguri,Darjeeling,BJP,105148.0,39662.0,AITC,170384.0,2019,Lok Sabha,65486.0,38.434360033805994
26.0,SILIGURI,Darjeeling,BJP,89370.0,53784.0,AITC,178650.0,2021,Vidhan Sabha,35586.0,19.919395465994963
26.0,Siliguri,Darjeeling,BJP,114570.0,48561.0,AITC,177260.0,2024,Lok Sabha,66009.0,37.23851968859302
27.0,Phansidewa,Darjeeling,CPM,51667.0,37177.0,INC,116860.0,2009,Lok Sabha,14490.0,12.3994523361287
27.0,PHANSIDEWA,Darjeeling,INC,61388.0,59151.0,CPM,144271.0,2011,Vidhan Sabha,2237.0,1.550554165424791
27.0,Phansidewa,Darjeeling,BJP,49137.0,44226.0,AITC,167918.0,2014,Lok Sabha,4911.0,2.924641789444848
27.0,PHANSIDEWA,Darjeeling,INC,73158.0,66084.0,AITC,181280.0,2016,Vidhan Sabha,7074.0,3.9022506619593997
27.0,Phansidewa,Darjeeling,BJP,107115.0,53854.0,AITC,196605.0,2019,Lok Sabha,53261.0,27.090358841331604
27.0,PHANSIDEWA,Darjeeling,BJP,105651.0,77940.0,AITC,207590.0,2021,Vidhan Sabha,27711.0,13.348908906980107
27.0,Phansidewa,Darjeeling,BJP,106491.0,81273.0,AITC,209403.0,2024,Lok Sabha,25218.0,12.042807409635966
28.0,Chopra,Darjeeling,INC,65274.0,49715.0,CPM,130729.0,2009,Lok Sabha,15559.0,11.901720352790889
28.0,CHOPRA,Darjeeling,IND,64289.0,57719.0,CPM,144084.0,2011,Vidhan Sabha,6570.0,4.55984009327892
28.0,Chopra,Darjeeling,AITC,49985.0,48213.0,CPM,159435.0,2014,Lok Sabha,1772.0,1.111424718537335
28.0,CHOPRA,Darjeeling,AITC,74390.0,57530.0,CPM,177890.0,2016,Vidhan Sabha,16860.0,9.477767159480578
28.0,Chopra,Darjeeling,AITC,94298.0,49521.0,BJP,188350.0,2019,Lok Sabha,44777.0,23.773294398725778
28.0,CHOPRA,Darjeeling,AITC,124923.0,60018.0,BJP,204110.0,2021,Vidhan Sabha,64905.0,31.79902993483906
28.0,Chopra,Darjeeling,AITC,133276.0,41145.0,BJP,205911.0,2024,Lok Sabha,92131.0,44.74311717198207
29.0,Islampur,Raiganj,INC,48469.0,37098.0,CPM,108057.0,2009,Lok Sabha,11371.0,10.523149819076968
29.0,ISLAMPUR,Raiganj,AITC,49326.0,38054.0,CPM,118907.0,2011,Vidhan Sabha,11272.0,9.479677394938902
29.0,Islampur,Raiganj,BJP,36645.0,33844.0,CPM,138363.0,2014,Lok Sabha,2801.0,2.024385131863287
29.0,ISLAMPUR,Raiganj,INC,65559.0,57841.0,AITC,149404.0,2016,Vidhan Sabha,7718.0,5.165859013145565
29.0,Islampur,Raiganj,AITC,60976.0,56531.0,BJP,160514.0,2019,Lok Sabha,4445.0,2.7692288523119477
29.0,ISLAMPUR,Raiganj,AITC,100131.0,62691.0,BJP,169974.0,2021,Vidhan Sabha,37440.0,22.02689823149423
29.0,Islampur,Raiganj,AITC,86994.0,62987.0,BJP,172822.0,2024,Lok Sabha,24007.0,13.891171262917915
